"s","p","o"
"http://ufs.br/ontologies/mpl2kdl#With0x7f3028136710","http://ufs.br/ontologies/mpl2kdl#_items","http://ufs.br/ontologies/mpl2kdl#withitem0x7f30281366e0"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028134730","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Constant"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137c10","http://ufs.br/ontologies/mpl2kdl#_func","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137be0"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028135480","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#arg0x7f3028135420"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137730","http://ufs.br/ontologies/mpl2kdl#_func","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137700"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135180","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f302811bee0","http://ufs.br/ontologies/mpl2kdl#_value","OFF"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137070","http://ufs.br/ontologies/mpl2kdl#_id","socket_connection"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028136c50","http://ufs.br/ontologies/mpl2kdl#_defaults","http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028136bc0"
"http://ufs.br/ontologies/mpl2kdl#Module0x7f3028137fd0","http://ufs.br/ontologies/mpl2kdl#_body","http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028136c80"
"http://ufs.br/ontologies/mpl2kdl#arg0x7f3028137460","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arg"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136a40","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028134fd0","http://ufs.br/ontologies/mpl2kdl#_attr","duty"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136650","http://ufs.br/ontologies/mpl2kdl#_id","file_address"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f30281348e0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f30281373a0","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137310"
"http://ufs.br/ontologies/mpl2kdl#Tuple0x7f3028136f80","http://ufs.br/ontologies/mpl2kdl#_elts","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136f50"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136950","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Assign0x7f3028136b90","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Assign"
"http://ufs.br/ontologies/mpl2kdl#BinOp0x7f30281368f0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#BinOp"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028134af0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136500","http://ufs.br/ontologies/mpl2kdl#_func","http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028135bd0"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f30281344c0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134ca0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f30281346d0","http://ufs.br/ontologies/mpl2kdl#_id","locker_state"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135750","http://ufs.br/ontologies/mpl2kdl#_id","connection"
"http://ufs.br/ontologies/mpl2kdl#Return0x7f3028137cd0","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137ca0"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028135720","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Constant"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134460","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Tuple0x7f3028136f80","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Tuple"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134a90","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#alias0x7f3028137f70","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#alias"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028136ec0","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136e90"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137af0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028135000","http://ufs.br/ontologies/mpl2kdl#_func","http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028134fd0"
"http://ufs.br/ontologies/mpl2kdl#Tuple0x7f3028137220","http://ufs.br/ontologies/mpl2kdl#_elts","http://ufs.br/ontologies/mpl2kdl#Name0x7f30281371c0"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136e00","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135570","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f30281346a0","http://ufs.br/ontologies/mpl2kdl#_name","close_locker"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135660","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135750","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028134cd0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Attribute"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136d40","http://ufs.br/ontologies/mpl2kdl#_id","str"
"http://ufs.br/ontologies/mpl2kdl#Expr0x7f30281356f0","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f30281356c0"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f30281367d0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arguments"
"http://ufs.br/ontologies/mpl2kdl#alias0x7f3028137580","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#alias"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137370","http://ufs.br/ontologies/mpl2kdl#_id","socket"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f30281368c0","http://ufs.br/ontologies/mpl2kdl#_value","Content = %s"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f302811bf10","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028136620","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Constant"
"http://ufs.br/ontologies/mpl2kdl#Assign0x7f3028136a70","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Assign"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137310","http://ufs.br/ontologies/mpl2kdl#_id","SOCK_STREAM"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028135bd0","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Global0x7f30281345e0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Global"
"http://ufs.br/ontologies/mpl2kdl#Expr0x7f3028137a90","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137a60"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028136c50","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arguments"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f30281367d0","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#arg0x7f3028136740"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028136bc0","http://ufs.br/ontologies/mpl2kdl#_value","1024"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137a60","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136560","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135b70"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135180","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Expr0x7f3028137a90","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Expr"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028136ec0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Attribute"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028134820","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Attribute"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028137430","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Constant"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137be0","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f30281354b0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#FunctionDef"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028137d30","http://ufs.br/ontologies/mpl2kdl#_attr","isconnected"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134f70","http://ufs.br/ontologies/mpl2kdl#_id","motor_duty"
"http://ufs.br/ontologies/mpl2kdl#Assign0x7f3028134f40","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134ee0"
"http://ufs.br/ontologies/mpl2kdl#Expr0x7f30281345b0","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f3028134580"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028135bd0","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135ba0"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136950","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#BinOp0x7f30281368f0"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028136800","http://ufs.br/ontologies/mpl2kdl#_name","web_page_loader"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f30281349a0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arguments"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136f20","http://ufs.br/ontologies/mpl2kdl#_id","address"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028134af0","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028134a60"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137b50","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f30281369b0","http://ufs.br/ontologies/mpl2kdl#_id","request"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137d00","http://ufs.br/ontologies/mpl2kdl#_id","station"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f30281379a0","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028135810","http://ufs.br/ontologies/mpl2kdl#_value","Content-Type: text/html
"
"http://ufs.br/ontologies/mpl2kdl#Assign0x7f3028137dc0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Assign"
"http://ufs.br/ontologies/mpl2kdl#BinOp0x7f3028136dd0","http://ufs.br/ontologies/mpl2kdl#_op","http://ufs.br/ontologies/mpl2kdl#Mod0x7f3028118c40"
"http://ufs.br/ontologies/mpl2kdl#Assign0x7f3028134d60","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f3028134d00"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028135870","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135840"
"http://ufs.br/ontologies/mpl2kdl#Expr0x7f3028134880","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f3028134850"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135630","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134b20","http://ufs.br/ontologies/mpl2kdl#_id","locker_off"
"http://ufs.br/ontologies/mpl2kdl#Assign0x7f30281365c0","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136560"
"http://ufs.br/ontologies/mpl2kdl#Module0x7f3028137fd0","http://ufs.br/ontologies/mpl2kdl#_body","http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028135ab0"
"http://ufs.br/ontologies/mpl2kdl#arg0x7f3028134640","http://ufs.br/ontologies/mpl2kdl#_arg","motor"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028137040","http://ufs.br/ontologies/mpl2kdl#_body","http://ufs.br/ontologies/mpl2kdl#Expr0x7f3028136e60"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028136c50","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#arg0x7f3028136c20"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028134910","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028135330","http://ufs.br/ontologies/mpl2kdl#_value","50"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134e20","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134e50","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137d90","http://ufs.br/ontologies/mpl2kdl#_id","wifi_station_connection_test"
"http://ufs.br/ontologies/mpl2kdl#ImportFrom0x7f3028137fa0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#ImportFrom"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028137280","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Attribute"
"http://ufs.br/ontologies/mpl2kdl#Return0x7f3028137640","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Return"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134460","http://ufs.br/ontologies/mpl2kdl#_id","motor"
"http://ufs.br/ontologies/mpl2kdl#ImportFrom0x7f3028135540","http://ufs.br/ontologies/mpl2kdl#_module","machine"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134f10","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Store0x7f3028118880"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137bb0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137b50","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028137ac0"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134fa0","http://ufs.br/ontologies/mpl2kdl#_id","motor"
"http://ufs.br/ontologies/mpl2kdl#arg0x7f3028136fe0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arg"
"http://ufs.br/ontologies/mpl2kdl#Module0x7f3028137fd0","http://ufs.br/ontologies/mpl2kdl#_body","http://ufs.br/ontologies/mpl2kdl#ImportFrom0x7f3028135540"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136f20","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028135900","http://ufs.br/ontologies/mpl2kdl#_value","HTTP/1.1 200 OK
"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f30281346a0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#FunctionDef"
"http://ufs.br/ontologies/mpl2kdl#arg0x7f3028135420","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arg"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028134c70","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Constant"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f30281365f0","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Store0x7f3028118880"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136cb0","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Expr0x7f3028136980","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136950"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028136800","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#arguments0x7f30281367d0"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f30281379a0","http://ufs.br/ontologies/mpl2kdl#_id","password"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f30281376d0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137d60","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Call"
"http://ufs.br/ontologies/mpl2kdl#Pass0x7f3028137850","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Pass"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028134df0","http://ufs.br/ontologies/mpl2kdl#_body","http://ufs.br/ontologies/mpl2kdl#Assign0x7f3028134d60"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028137730","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#Call0x7f30281376d0"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f30281349d0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#FunctionDef"
"http://ufs.br/ontologies/mpl2kdl#Tuple0x7f3028137220","http://ufs.br/ontologies/mpl2kdl#_elts","http://ufs.br/ontologies/mpl2kdl#Name0x7f30281371f0"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136ad0","http://ufs.br/ontologies/mpl2kdl#_id","connection"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134760","http://ufs.br/ontologies/mpl2kdl#_id","locker_state"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137340","http://ufs.br/ontologies/mpl2kdl#_id","AF_INET"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135b70","http://ufs.br/ontologies/mpl2kdl#_id","replace_string"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135b70","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028137130","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Attribute"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136ad0","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136590","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136560","http://ufs.br/ontologies/mpl2kdl#_func","http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028136530"
"http://ufs.br/ontologies/mpl2kdl#Module0x7f3028137fd0","http://ufs.br/ontologies/mpl2kdl#_body","http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028137520"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f30281347c0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Constant"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135270","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028137f10","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028137ee0"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136ad0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Return0x7f3028135b10","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Return"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028135630","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f30281351b0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Attribute"
"http://ufs.br/ontologies/mpl2kdl#arg0x7f3028137df0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arg"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028135ab0","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028135a80"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136920","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028136620","http://ufs.br/ontologies/mpl2kdl#_value","r"
"http://ufs.br/ontologies/mpl2kdl#Return0x7f3028134700","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Name0x7f30281346d0"
"http://ufs.br/ontologies/mpl2kdl#BinOp0x7f3028136dd0","http://ufs.br/ontologies/mpl2kdl#_left","http://ufs.br/ontologies/mpl2kdl#Constant0x7f3028136da0"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028137ee0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#arguments"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f30281369e0","http://ufs.br/ontologies/mpl2kdl#_id","str"
"http://ufs.br/ontologies/mpl2kdl#Compare0x7f3028137940","http://ufs.br/ontologies/mpl2kdl#_ops","http://ufs.br/ontologies/mpl2kdl#Eq0x7f3028119150"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134f70","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Name"
"http://ufs.br/ontologies/mpl2kdl#Expr0x7f30281344f0","http://ufs.br/ontologies/mpl2kdl#_value","http://ufs.br/ontologies/mpl2kdl#Call0x7f30281344c0"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028137340","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#FunctionDef0x7f3028134df0","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#FunctionDef"
"http://ufs.br/ontologies/mpl2kdl#Name0x7f3028134550","http://ufs.br/ontologies/mpl2kdl#_ctx","http://ufs.br/ontologies/mpl2kdl#Load0x7f3028118820"
"http://ufs.br/ontologies/mpl2kdl#arguments0x7f3028137ee0","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#arg0x7f3028137e80"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f30281376d0","http://ufs.br/ontologies/mpl2kdl#_func","http://ufs.br/ontologies/mpl2kdl#Attribute0x7f30281376a0"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028135870","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://ufs.br/ontologies/mpl2kdl#Attribute"
"http://ufs.br/ontologies/mpl2kdl#Attribute0x7f3028134490","http://ufs.br/ontologies/mpl2kdl#_attr","duty"
"http://ufs.br/ontologies/mpl2kdl#Call0x7f3028136b30","http://ufs.br/ontologies/mpl2kdl#_args","http://ufs.br/ontologies/mpl2kdl#Name0x7f3028136aa0"
